"uuid","image_uuid","id","user_defined_key","concept","alt_concept","image","group_of","height","occluded","observer","truncated","width","x","y","rejected","verified","verifier","verification_timestamp","created_timestamp","last_updated_timestamp","column1"
"8651611d-49ca-486f-8af4-e089457a7d35","23d5b247-fe26-46e1-ae16-e6340600fec9","",cb240a4d-3a48-42e9-2568-b13c98c3aa1e,Actiniaria,"","","",46,"",expert-observer,"",61,250,156,false,false,"",,2021-09-29 21:21:15.557,2021-09-29 21:21:15.557,867
c4190e3e-05dc-4a03-a9d5-2af4129c37e8,"23d5b247-fe26-46e1-ae16-e6340600fec9","","4add6362-1533-4b02-0566-1f3d98c3aa1e",Rathbunaster californicus,"","","",45,"",expert-observer,"",60,1168,834,false,false,"",,2021-09-29 21:21:15.557,2021-09-29 21:21:15.557,868
f19834a4-d5a2-42e6-b429-9a7022b9f35b,"23d5b247-fe26-46e1-ae16-e6340600fec9","","3aa145c7-e413-42d7-b767-563a98c3aa1e",Bathyraja kincaidii,"","","",180,"",linda,"",314,741,544,false,false,"",,2021-09-29 21:21:15.557,2021-09-29 21:21:15.557,869
"4285a519-fc71-4cc7-8318-d50b1e6cdd07","23d5b247-fe26-46e1-ae16-e6340600fec9","","385ce329-34ef-4867-9d6a-e93c98c3aa1e",Rathbunaster californicus,"","","",101,"",expert-observer,"",113,869,399,false,false,"",,2021-09-29 21:21:15.557,2021-09-29 21:21:15.557,870
"1b5b3b7c-33de-44e4-9fee-908b557c1ad4","23d5b247-fe26-46e1-ae16-e6340600fec9","",ea3ddf7f-f126-4eff-316a-ff3c98c3aa1e,Rathbunaster californicus,"","","",42,"",expert-observer,"",49,1178,834,false,false,"",,2021-09-29 21:21:15.557,2021-09-29 21:21:15.557,871
cffc1c72-0de1-4f58-8555-782843e6e09e,"23d5b247-fe26-46e1-ae16-e6340600fec9","",fb87f9cb-711f-4054-c96e-c93c98c3aa1e,Sebastes,"","","",119,"",expert-observer,"",67,820,268,false,false,"",,2021-09-29 21:21:15.557,2021-09-29 21:21:15.557,872
bbb4609b-06cb-4303-8cc9-b592c4b47653,"23db70d9-dcf6-43a0-8814-67c0e9da1a36","","3fa9fd05-629b-47bb-8a6b-11677bff267c",Anoplopoma fimbria,"","","",282,"",Connor Yee,"",569,1031,1,false,false,"",,2023-11-22 23:02:08.819,2023-11-22 23:02:08.819,873
"9854705a-f504-4fbe-973c-783e097156a5","23e299ad-7f24-493d-8686-fff7059364b8","","94284273-67f1-4ec4-c864-9f1ecc7eb61e",Anotopterus nikparini,"","","",999,"",telissa,"",637,758,9,false,false,"",,2021-09-29 21:19:35.182,2021-09-29 21:19:35.182,874
a90ab26b-274d-4b61-b829-73ab27bc1353,"2441c31f-d226-469b-9c8f-864c3cb42c24","",fb842e55-f923-4adf-cf66-31530c45aa1e,Sebastes diploproa,"","","",390,"",linda,"",223,654,425,false,false,"",,2021-09-29 21:16:30.681,2021-09-29 21:16:30.681,875
e6ed7f7a-b09f-448a-9988-d97754cfedc2,"2451d8c5-8b3e-4a3b-9a00-b6250fe3131f","","78227aa2-28d1-47af-ab61-1eae9304aa1e",Microstomus pacificus,"","","",134,"",master@mbari.org,"",241,464,529,false,false,"",,2021-09-29 21:21:15.768,2021-11-01 17:24:30.056,876
c8160b19-7f76-497a-a070-424e2a593c8e,"2451d8c5-8b3e-4a3b-9a00-b6250fe3131f","","1bb8ca99-c569-4364-0e6e-02779a70ae1e",Asteroidea,"","","",68,"",master@mbari.org,"",91,1062,376,false,false,"",,2021-09-29 21:21:15.768,2021-11-01 17:24:30.060,877
dbbb1b26-14a8-478e-a98d-d6d178f67385,"2451d8c5-8b3e-4a3b-9a00-b6250fe3131f","","5ffdd37e-1e2f-4cdd-aa64-d2a89a70ae1e",Asteroidea,"","","",68,"",master@mbari.org,"",97,452,327,false,false,"",,2021-09-29 21:21:15.768,2021-11-01 17:24:30.059,878
b2904e70-247e-49c3-af47-08bf72e6283a,"24584032-b6ce-45ca-86b3-0f454f3383eb","","3049dd3c-f8c9-4720-f963-428e4f58c11e",Terebellidae,"","","",68,"",gsainz,"",79,1104,319,false,false,"",,2023-09-14 20:19:33.851,2023-09-14 20:19:33.851,879
bd4af20d-4ab5-463b-a415-09bd99512eb0,"24584032-b6ce-45ca-86b3-0f454f3383eb","",bac237b3-b046-410c-f763-428e4f58c11e,Cephalurus cephalus,"","","",307,"",lonny,"",266,1320,130,false,false,"",,2023-09-14 20:19:33.851,2023-09-14 20:19:33.851,880
"6ab41c05-0610-4d74-97cd-543f2b980193","24584032-b6ce-45ca-86b3-0f454f3383eb","",df4693dc-84bb-49b8-f563-428e4f58c11e,Pedicellasteridae,"","","",125,"",gsainz,"",136,368,685,false,false,"",,2023-09-14 20:19:33.851,2023-09-14 20:19:33.851,881
"13ff4505-78bc-4f39-a894-e52c395a5f56","2466f89e-0539-4e6d-afa9-d94ab51528d7","","5678c217-877a-4cc1-aa60-47bda158c11e",Pennatulacea,"","","",35,"",yolov5,"",14,600,324,false,false,"",,2023-09-14 20:19:05.195,2023-09-14 20:19:05.195,882
f2c58da4-56c1-47b4-8440-a8831ed29979,"2466f89e-0539-4e6d-afa9-d94ab51528d7","","2aa29947-26da-4c02-a860-47bda158c11e",Pennatulacea,"","","",34,"",gsainz,"",11,603,326,false,false,"",,2023-09-14 20:19:05.195,2023-09-14 20:19:05.195,883
a0c0bd56-60c9-4b23-9719-00de051723d5,"24bc5d70-26bc-42a9-a2aa-749877f66963","",cce436a3-519e-43af-b463-e0432bc5aa1e,Sebastolobus,"","","",26,"",master@mbari.org,"",16,405,80,false,false,"",,2021-09-29 21:18:57.532,2021-11-01 17:32:09.038,884
"420a668f-3844-42c6-829e-601e64943bcf","24bc5d70-26bc-42a9-a2aa-749877f66963","",eb960b88-b167-401a-3361-49e96ca4b61e,Apristurus kampae,"","","",144,"",master@mbari.org,"",97,53,92,false,false,"",,2021-09-29 21:18:57.532,2021-11-01 17:32:09.039,885
"57e27e27-ef1e-486b-b4c7-8b0ac328769a","24bc5d70-26bc-42a9-a2aa-749877f66963","","11e7ef7f-bc80-41a1-2964-c4f76da4b61e",Sebastolobus,"","","",44,"",master@mbari.org,"",27,159,268,false,false,"",,2021-09-29 21:18:57.532,2021-11-01 17:32:09.040,886
"2d9c9450-3849-4f9a-88ee-1b9afc790fe1","24bc5d70-26bc-42a9-a2aa-749877f66963","",c6849d5e-2290-4d8a-7465-ebad6ca4b61e,Heteropolypus ritteri,"","","",40,"",master@mbari.org,"",43,136,185,false,false,"",,2021-09-29 21:18:57.532,2021-11-01 17:32:09.039,887
"4214cb70-d5a1-4193-afcf-a848047ba6f0","24bc5d70-26bc-42a9-a2aa-749877f66963","","3fa14c6a-aec0-430e-0b65-5d196ea4b61e",Sebastolobus,"","","",29,"",master@mbari.org,"",44,636,64,false,false,"",,2021-09-29 21:18:57.532,2021-11-01 17:32:09.042,888
"5b29d400-0fcc-4132-b6d0-cedcf53585a5","24e1156a-0844-49e0-8a6c-f95481ee5656","",b454cbb6-c441-4ac5-c869-8ab35c64b91e,Beringraja rhina,"","","",74,"",master@mbari.org,"",111,36,241,false,false,"",,2021-09-29 21:19:48.223,2021-11-01 17:29:05.471,889
"0e94ae0c-e827-47d5-a202-99b188d4aff5","24f2fe5c-c73f-48b4-a453-8d38e2937933","","0fbac679-cab0-4a01-406e-0d03a5b9a91e",Liponema brevicorne,"","","",42,"",master@mbari.org,"",60,299,319,false,false,"",,2021-09-29 21:30:31.480,2021-11-01 16:51:00.151,890
a51df173-2632-48a6-a5bd-1d05e2e7599f,"24f2fe5c-c73f-48b4-a453-8d38e2937933","",ff686b35-2950-4b20-a064-3a286f3ebc1e,Lycenchelys,"","","",25,"",master@mbari.org,"",33,502,304,false,false,"",,2021-09-29 21:30:31.480,2021-11-01 16:51:00.156,891
d9a42c1b-72be-43d7-bfbf-5a6818e2f0ee,"24f2fe5c-c73f-48b4-a453-8d38e2937933","",cab2596e-c5b3-4ba1-0562-56356e3ebc1e,Pannychia moseleyi,"","","",28,"",master@mbari.org,"",44,207,314,false,false,"",,2021-09-29 21:30:31.480,2021-11-01 16:51:00.157,892
"15773f4a-357f-4352-8d29-bd1a3d202cca","24f2fe5c-c73f-48b4-a453-8d38e2937933","","4ee480b5-a558-4014-176c-6f0f703ebc1e",Actiniaria,"","","",15,"",master@mbari.org,"",26,407,226,false,false,"",,2021-09-29 21:30:31.480,2021-11-01 16:51:00.159,893
"85c79641-84b0-4b00-a2af-615d0f030de9","24f2fe5c-c73f-48b4-a453-8d38e2937933","","253864c3-1593-4ddc-5d6a-90666e3ebc1e",Pannychia moseleyi,"","","",26,"",master@mbari.org,"",30,241,186,false,false,"",,2021-09-29 21:30:31.480,2021-11-01 16:51:00.166,894
"65670c89-553f-4e6f-a10e-7becb94df70e","24f2fe5c-c73f-48b4-a453-8d38e2937933","",d5c569ce-3100-47f7-5160-9220a5b9a91e,Liponema brevicorne,"","","",45,"",master@mbari.org,"",63,433,168,false,false,"",,2021-09-29 21:30:31.480,2021-11-01 16:51:00.165,895
"36fd820e-1a17-4bfe-a29d-5668e853eee6","251c7486-089e-4652-b5ec-74efd2d51c6b","","6eac9321-5745-41de-bd61-36b75724b91e",Lithodidae,"","","",74,"",deepseabenthicecology@gmail.com,"",61,1280,149,false,true,deepseabenthicecology@gmail.com,2024-11-09 22:19:05.617,2021-09-29 21:16:23.720,2024-11-09 22:19:05.681,896
"6e85f151-93c3-4db8-ae89-21800eaa18a4","251c7486-089e-4652-b5ec-74efd2d51c6b","",ccd60914-419f-45bc-8e66-f74b5624b91e,Solaster hypothrissus,"","","",58,"",deepseabenthicecology@gmail.com,"",63,826,817,false,true,deepseabenthicecology@gmail.com,2024-11-09 22:19:14.649,2021-09-29 21:16:23.720,2024-11-09 22:19:14.712,897
"7e985407-9420-4c4e-9c6a-cfa9b9456f7c","251c7486-089e-4652-b5ec-74efd2d51c6b","",c7609516-fb26-4b06-226e-2abd5624b91e,Embassichthys bathybius,"","","",58,"",deepseabenthicecology@gmail.com,"",77,1058,464,false,true,deepseabenthicecology@gmail.com,2024-11-09 22:19:22.352,2021-09-29 21:16:23.721,2024-11-09 22:19:22.421,898
"21cf88d7-7f80-4047-9bff-41dd740d1250","251c7486-089e-4652-b5ec-74efd2d51c6b","","",Lillipathes,"","","",366,"",joost@mbari.org,"",127,510,33,false,true,deepseabenthicecology@gmail.com,2024-10-02 15:35:12.615,2024-10-02 15:37:49.819,2025-05-02 05:43:41.538,899
c3b5e217-76bb-4aeb-a1aa-a9955342b923,"251c7486-089e-4652-b5ec-74efd2d51c6b","","",Porifera,"","","",42,"","","",51,349,648,false,true,deepseabenthicecology@gmail.com,2024-10-02 15:35:27.871,2024-10-02 15:37:49.821,2024-10-02 15:37:49.821,900
"542326d2-cf54-4660-bc51-88983f1374ef","251c7486-089e-4652-b5ec-74efd2d51c6b","","",Cnemidocarpa,"","","",30,"","","",38,1759,885,false,true,deepseabenthicecology@gmail.com,2024-10-02 15:36:33.575,2024-10-02 15:37:49.857,2024-10-02 15:37:49.857,901
"5ce90d89-ba44-471f-8825-4fccd73b44bb","251c7486-089e-4652-b5ec-74efd2d51c6b","","",Keratoisis,"","","",97,"","","",165,1085,0,false,true,deepseabenthicecology@gmail.com,2024-10-02 15:36:11.001,2024-10-02 15:37:49.857,2024-10-02 15:37:49.857,902
"182ec572-2bf5-4636-a11d-6feef12d64a5","251c7486-089e-4652-b5ec-74efd2d51c6b","","",Isididae,"","","",165,"","","",58,1660,27,false,true,deepseabenthicecology@gmail.com,2024-10-02 15:35:54.858,2024-10-02 15:37:49.858,2024-10-02 15:37:49.858,903
"08128769-2662-4ab6-b971-b1968a0f08fe","251c7486-089e-4652-b5ec-74efd2d51c6b","","",Keratoisis,"","","",157,"","","",471,22,0,false,true,deepseabenthicecology@gmail.com,2024-10-02 15:37:27.533,2024-10-02 15:37:49.875,2024-10-02 15:37:49.875,904
"1a8203f9-b0a4-4930-b5fc-ccf51de12812","251c7486-089e-4652-b5ec-74efd2d51c6b","","",Hormathiidae,"","","",46,"","","",53,579,257,false,true,deepseabenthicecology@gmail.com,2024-10-02 15:36:57.378,2024-10-02 15:37:49.875,2024-10-02 15:37:49.875,905
"3d86434c-e7f7-4458-aca1-57e4726c38b9","251c7486-089e-4652-b5ec-74efd2d51c6b","","",Paragorgia,"","","",126,"","","",138,73,43,false,true,deepseabenthicecology@gmail.com,2024-10-02 15:37:12.755,2024-10-02 15:37:49.876,2024-10-02 15:37:49.876,906
b3c57133-03bc-47e1-a256-b1d13f3530bb,"252452cf-2d31-4528-bdeb-c50a6cc16236","","81e4f02d-3aac-4b12-ca61-38b03958c11e",Pannychia,"","","",27,"",gsainz,"",56,1068,778,false,false,"",,2023-09-14 20:15:52.897,2023-09-14 20:15:52.897,907
d925286e-3aa7-40f4-aac3-761df5abea54,"252452cf-2d31-4528-bdeb-c50a6cc16236","","05d827d1-0fb6-4cec-c661-38b03958c11e",Pannychia moseleyi,"","","",84,"",yolov5,"",34,1886,969,false,false,"",,2023-09-14 20:15:52.897,2023-09-14 20:15:52.897,908
"639aa887-a590-4255-989a-f40649e1635d","252452cf-2d31-4528-bdeb-c50a6cc16236","","16e4258d-8b46-41ed-c861-38b03958c11e",Coryphaenoides,"","","",67,"",yolov5,"",75,834,261,false,false,"",,2023-09-14 20:15:52.897,2023-09-14 20:15:52.897,909
"9b0409e2-a37f-4b0d-abb5-20c67a3172f1","252452cf-2d31-4528-bdeb-c50a6cc16236","",f8cde497-af5e-4116-cc61-38b03958c11e,Coryphaenoides,"","","",96,"",yolov5,"",170,874,760,false,false,"",,2023-09-14 20:15:52.897,2023-09-14 20:15:52.897,910
"8620572e-c03e-4732-a38c-43700293e243","252452cf-2d31-4528-bdeb-c50a6cc16236","",ab0198dc-c3a6-4c8e-ce61-38b03958c11e,Coryphaenoides,"","","",79,"",yolov5,"",168,981,506,false,false,"",,2023-09-14 20:15:52.897,2023-09-14 20:15:52.897,911
"290b033e-2beb-418a-8ba8-2c55605c3762","252452cf-2d31-4528-bdeb-c50a6cc16236","",cfba934b-aed8-489b-c461-38b03958c11e,Asteroidea,"","","",78,"",yolov5,"",84,1719,339,false,false,"",,2023-09-14 20:15:52.897,2023-09-14 20:15:52.897,912
"362619d5-baa9-4d89-9fed-32a34fd9a9ba","253bca18-d60a-4e4e-818d-a794028e486e","","82a36872-ada4-41bf-ae66-13705858c11e",Chionoecetes tanneri,"","","",246,"",yolov5,"",177,714,671,false,false,"",,2023-09-14 20:14:59.330,2023-09-14 20:14:59.330,913
caef86ad-f318-456c-abb5-e64aad3f264a,"253bca18-d60a-4e4e-818d-a794028e486e","","0769c1e2-e4d4-4fc4-1a67-7d6c5858c11e",Cladorhizidae,"","","",113,"",lonny,"",79,22,136,false,false,"",,2023-09-14 20:14:59.330,2023-09-14 20:14:59.330,914
"5c5c69fb-a779-44bf-bd2c-83cef346586a","253bca18-d60a-4e4e-818d-a794028e486e","","8f032e9b-c032-421f-2667-7d6c5858c11e",Paragorgia,"","","",315,"",gsainz,"",163,1098,749,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,915
ba377ae4-83f5-4446-8ad9-41f51f5e755d,"253bca18-d60a-4e4e-818d-a794028e486e","","788da27d-ad51-46a1-b066-13705858c11e",Chionoecetes tanneri,"","","",240,"",yolov5,"",226,1319,511,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,916
"53175e54-57c8-49ed-a693-37bb315e1cc9","253bca18-d60a-4e4e-818d-a794028e486e","",fe20af00-8e97-4c1e-1267-7d6c5858c11e,Vesicomyidae,"","","",55,"",gsainz,"",75,651,459,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,917
"3db60732-c8f8-4378-88bf-895f80b53876","253bca18-d60a-4e4e-818d-a794028e486e","","18fc5059-4482-499e-2a67-7d6c5858c11e",Chionoecetes tanneri,"","","",151,"",yolov5,"",149,1771,130,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,918
fce56fbd-8bb1-493a-a0e0-ed12e447d937,"253bca18-d60a-4e4e-818d-a794028e486e","","97b76523-6614-49fc-2067-7d6c5858c11e",Vesicomyidae,"","","",75,"",yolov5,"",93,322,805,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,919
"975a0224-7ab0-402d-bf81-dfc1482bdc80","253bca18-d60a-4e4e-818d-a794028e486e","",bb06e529-50e3-4bff-2267-7d6c5858c11e,Vesicomyidae,"","","",120,"",yolov5,"",149,217,935,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,920
"0e76d0f5-21a6-4238-ae16-ddc660315428","253bca18-d60a-4e4e-818d-a794028e486e","","92aa7e6d-2cfc-4d5a-1467-7d6c5858c11e",Vesicomyidae,"","","",57,"",gsainz,"",53,579,281,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,921
"0888781b-ff8b-4300-a82c-1e7760203fce","253bca18-d60a-4e4e-818d-a794028e486e","","68d344e9-44fb-4096-1667-7d6c5858c11e",Vesicomyidae,"","","",58,"",gsainz,"",98,705,295,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,922
"66dea3f9-b5e3-42e2-8911-85accaf10c29","253bca18-d60a-4e4e-818d-a794028e486e","",e5ee44dc-b6ce-4c74-2c67-7d6c5858c11e,Chionoecetes tanneri,"","","",232,"",yolov5,"",264,1013,525,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,923
"697fc5ac-d58b-496e-8629-b590239c44a0","253bca18-d60a-4e4e-818d-a794028e486e","","74864782-cb77-4d56-2867-7d6c5858c11e",Actiniaria,"","","",133,"",yolov5,"",126,1108,144,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,924
fe012f6d-01ff-4824-b0c9-3fd1ba3610eb,"253bca18-d60a-4e4e-818d-a794028e486e","","8e4ddfb7-986e-4cb5-2467-7d6c5858c11e",Vesicomyidae,"","","",71,"",yolov5,"",112,334,908,false,false,"",,2023-09-14 20:14:59.333,2023-09-14 20:14:59.333,925
"223a2e3e-2b58-49ec-9129-6306b228a1ea","253de4f2-074c-4ef1-888c-91a3047c3d8b","",ff63ea65-4780-45c9-b0fe-f45077eefb55,Anoplopoma fimbria,"","","",286,"",Connor Yee,"",727,253,405,false,false,"",,2023-11-22 23:02:09.048,2023-11-22 23:02:09.048,926
"80759425-e607-48cc-b71e-325757c8d964","253de4f2-074c-4ef1-888c-91a3047c3d8b","","28fce47b-2b14-45af-be1b-72bec6baa217",Anoplopoma fimbria,"","","",342,"",Connor Yee,"",628,571,749,false,false,"",,2023-11-22 23:02:09.048,2023-11-22 23:02:09.048,927
"79ea3155-38cb-4356-af4f-31e24005aac8","253de4f2-074c-4ef1-888c-91a3047c3d8b","",a95613e1-51ee-4217-b37a-231e7d58b74c,Anoplopoma fimbria,"","","",303,"",Connor Yee,"",482,1057,666,false,false,"",,2023-11-22 23:02:09.048,2023-11-22 23:02:09.048,928
"0919f8a0-3fb1-4781-97d5-84d73b7a937b","253de4f2-074c-4ef1-888c-91a3047c3d8b","",cf99a135-408b-4130-9b51-e07f8cea455c,Anoplopoma fimbria,"","","",395,"",Connor Yee,"",286,594,805,false,false,"",,2023-11-22 23:02:09.048,2023-11-22 23:02:09.048,929
c6bc6c29-d411-4910-aedd-82798c66b18d,"253de4f2-074c-4ef1-888c-91a3047c3d8b","",cae89309-1ebf-4c19-a4e7-d13fb301e245,Anoplopoma fimbria,"","","",71,"",Connor Yee,"",273,1184,428,false,false,"",,2023-11-22 23:02:09.049,2023-11-22 23:02:09.049,930
"915ceb8e-225d-4a2e-9bad-bb9de205e668","253de4f2-074c-4ef1-888c-91a3047c3d8b","","7cc57c75-c6a5-4520-96c5-d814f94fd680",Anoplopoma fimbria,"","","",127,"",Connor Yee,"",80,1520,415,false,false,"",,2023-11-22 23:02:09.049,2023-11-22 23:02:09.049,931
"9647a867-288b-49fe-947e-05a24f256212","253de4f2-074c-4ef1-888c-91a3047c3d8b","",fbe14286-b4aa-4293-b20c-e6ec7399ae3f,Anoplopoma fimbria,"","","",61,"",Connor Yee,"",100,1500,402,false,false,"",,2023-11-22 23:02:09.049,2023-11-22 23:02:09.049,932
"92d5070a-9c25-4927-a845-b813d8257858","2553e33f-87b8-4208-bdc2-2476969d44cc","","25881ec0-70a6-420c-a203-38da78ce6f23",Anoplopoma fimbria,"","","",109,"",Connor Yee,"",97,120,560,false,false,"",,2023-11-22 23:02:10.182,2023-11-22 23:02:10.182,933
"2bdb5468-db7b-4299-b4d5-b1c53260add7","25673b94-17f9-4dc5-a726-056c8889ed93","","4ea81750-57d3-437b-626c-f5ef7658c11e",Myxoderma platyacanthum,"","","",57,"",lonny,"",73,1510,559,false,false,"",,2023-09-14 20:15:52.735,2023-09-14 20:15:52.735,934
a3f181a9-85b4-4bb8-8a01-0f6136d89a7d,"25673b94-17f9-4dc5-a726-056c8889ed93","","10d09f11-f913-4ab9-606c-f5ef7658c11e",Sebastolobus,"","","",53,"",yolov5,"",54,1422,524,false,false,"",,2023-09-14 20:15:52.735,2023-09-14 20:15:52.735,935
"78940d98-84d1-4a50-9bad-8c159af15950","25673b94-17f9-4dc5-a726-056c8889ed93","","18eda4c7-45a5-438a-646c-f5ef7658c11e",Pannychia moseleyi,"","","",69,"",yolov5,"",60,1055,1002,false,false,"",,2023-09-14 20:15:52.735,2023-09-14 20:15:52.735,936
bd77bc74-1961-4e8e-9710-514d9eef6112,"257a2e71-2321-488d-8ba7-6a4c8dd6dd7b","","69fe3d10-1428-4e63-7e61-9e77a0c3aa1e",Bathyraja trachura,"","","",228,"",linda,"",430,280,9,false,false,"",,2021-09-29 21:22:19.432,2021-09-29 21:22:19.432,937
c3228c6f-3741-4501-aad7-2a5833ec203f,"257a2e71-2321-488d-8ba7-6a4c8dd6dd7b","",f584733e-cfee-4bd5-6b64-c879a0c3aa1e,Sebastolobus,"","","",133,"",expert-observer,"",143,1672,86,false,false,"",,2021-09-29 21:22:19.432,2021-09-29 21:22:19.432,938
"3279922d-9b38-4c00-98a3-7f730c97c0d5","259a1a48-a926-4f00-81f3-439939593a40","","062c8a09-7050-4b7d-9b62-843242c5b71e",Antimora microlepis,"","","",165,"",master@mbari.org,"",264,455,135,false,false,"",,2021-09-29 21:27:02.645,2021-11-01 16:57:28.542,939
c72d645a-210d-4808-b8b5-b1506718048d,"25a4b2e4-9908-49e8-8d0e-02e99a0cca77","","",Actinopterygii,"","","",173,"","","",141,235,1,false,false,"",,2022-10-31 14:45:53.012,2022-10-31 14:45:53.012,940
"14331a06-5575-4879-adfc-d075f1b5cc86","25bc2216-fc99-4e13-858d-b9ac237485be","","1cbf407a-2500-422e-9e69-3dee1dc8a91e",Florometra serratissima,"","","",1080,"",lemon,"",1676,238,0,false,false,"",,2021-09-29 21:16:23.916,2021-09-29 21:16:23.916,941
d018b5f1-6035-4959-a25e-201883fa3dd9,"25bcbaaa-f9d7-470e-8ba3-4382387da483","",a4ed92b1-ffb0-407f-8fc0-0dcded06bbd1,Anoplopoma fimbria,"","","",291,"",Connor Yee,"",187,1413,729,false,false,"",,2023-11-22 23:02:08.961,2023-11-22 23:02:08.961,942
caef3ad0-eddd-429a-b175-82025444e6cc,"25c7dcb4-f129-4655-aaea-53922316d7a3","","003bacaf-9623-4d8a-6f68-4e97f7c4aa1e",Sebastes melanostomus,"","","",75,"",master@mbari.org,"",75,558,249,false,false,"",,2021-09-29 21:15:48.290,2021-11-01 17:47:16.163,943
"0b99070c-bf00-403b-844a-a724944bf306","263e8fec-5d97-4224-a84f-715fe04b717f","",d02cff54-24a7-40ad-8669-793128a7b61e,Lycodes pacificus,"","","",103,"",linda,"",234,1037,835,false,false,"",,2021-09-29 21:25:00.965,2021-09-29 21:25:00.965,944
"68def668-2438-4d4e-ac28-04bbb8ae3dc2","263e8fec-5d97-4224-a84f-715fe04b717f","","62e45ce9-f420-4ca7-cb60-769728a7b61e",Strongylocentrotus fragilis,"","","",134,"",lonny,"",197,1023,199,false,false,"",,2021-09-29 21:25:00.965,2021-09-29 21:25:00.965,945
b73cfb48-2f5a-48ab-9df6-7223a458d0d0,"26424750-6373-48ea-b965-4bfb4e1c2904","","",Walteria,"","","",244,"","","",190,210,352,false,false,"",,2021-09-30 14:50:04.350,2021-09-30 14:50:04.350,946
"04df34b1-4f18-4c36-ae97-230c26f426f2","26424750-6373-48ea-b965-4bfb4e1c2904","","",Walteria,"","","",250,"","","",69,298,35,false,false,"",,2021-09-30 14:50:04.350,2021-09-30 14:50:04.350,947
"1ac3f621-1b50-4d8f-bb07-3033cc2a0912","26424750-6373-48ea-b965-4bfb4e1c2904","","",Swiftia,"","","",123,"","","",68,552,467,false,false,"",,2021-09-30 14:50:04.350,2021-09-30 14:50:04.350,948
"7dcf1818-a73e-474a-8700-0a6adabcb5a0","26424750-6373-48ea-b965-4bfb4e1c2904","","",Swiftia,"","","",172,"","","",149,1358,674,false,false,"",,2021-09-30 14:50:04.350,2021-09-30 14:50:04.350,949
ea9c3278-917b-479b-a59b-098324c27a33,"26424750-6373-48ea-b965-4bfb4e1c2904","","",Swiftia,"","","",96,"","","",38,1484,813,false,false,"",,2021-09-30 14:50:04.350,2021-09-30 14:50:04.350,950
"378ab180-88ea-413b-baa8-352d8306223b","26ea14d5-40a3-4efc-afdd-30b02fae5685","","",Plexauridae,"","","",889,"","","",1243,104,10,false,false,"",,2022-10-31 14:45:51.921,2022-10-31 14:45:51.921,951
"1bb8bf91-1785-4457-a19e-932f9cbd6d4a","2713ac20-be25-4744-8f83-051408c47b0c","","28841536-0cc4-4e10-4c63-d1593758c11e",Scotoplanes globosa,"","","",32,"",yolov5,"",37,1473,413,false,false,"",,2023-09-14 20:21:00.324,2023-09-14 20:21:00.324,952
ced20da4-5271-4bd8-8156-51dbe8a8f094,"2713ac20-be25-4744-8f83-051408c47b0c","",b2a5b9c1-ce04-4af5-5868-945a3758c11e,Kophobelemnon,"","","",38,"",lonny,"",31,1738,364,false,false,"",,2023-09-14 20:21:00.324,2023-09-14 20:21:00.324,953
d96d6f15-50c5-408c-b6b4-979b9b1d7619,"2713ac20-be25-4744-8f83-051408c47b0c","","736948de-62bc-471c-6068-945a3758c11e",Kophobelemnon,"","","",44,"",lonny,"",38,1709,444,false,false,"",,2023-09-14 20:21:00.324,2023-09-14 20:21:00.324,954
b55b96b5-2b0d-47a8-8d6b-9ca2ecf3095e,"2713ac20-be25-4744-8f83-051408c47b0c","","95412abf-4269-4e84-5468-945a3758c11e",Pennatulacea,"","","",43,"",yolov5,"",33,1532,263,false,false,"",,2023-09-14 20:21:00.324,2023-09-14 20:21:00.324,955
f4bce13b-a8ab-4cb4-9dc7-b84a5ef5b687,"2713ac20-be25-4744-8f83-051408c47b0c","","11d0f43d-f8c2-480a-4e63-d1593758c11e",Pennatulacea,"","","",37,"",yolov5,"",41,1819,252,false,false,"",,2023-09-14 20:21:00.324,2023-09-14 20:21:00.324,956
"46039fb6-6a4f-4f3b-afeb-1885553da727","2713ac20-be25-4744-8f83-051408c47b0c","","2677d508-1d9e-4f36-5068-945a3758c11e",Scotoplanes globosa,"","","",56,"",yolov5,"",39,926,824,false,false,"",,2023-09-14 20:21:00.324,2023-09-14 20:21:00.324,957
aabd1775-a5b5-439c-ba26-f319ac9fbbd9,"2713ac20-be25-4744-8f83-051408c47b0c","",fcf194da-3f26-4f7e-5a68-945a3758c11e,Pennatulacea,"","","",34,"",yolov5,"",22,1525,413,false,false,"",,2023-09-14 20:21:00.324,2023-09-14 20:21:00.324,958
